Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity corrected 15	Reporter intensity corrected 16	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity 15	Reporter intensity 16	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Reporter intensity count 15	Reporter intensity count 16	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
O14522	O14522	1	1	1	Receptor-type tyrosine-protein phosphatase T	PTPRT	PTPRT_HUMAN Receptor-type tyrosine-protein phosphatase T OS=Homo sapiens GN=PTPRT PE=1 SV=6	1	1	1	1	0.5	0.5	0.5	162.13	1441	1441	0.26042	5.5411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				10	470	True	471	560	575	575		
O14746	O14746	1	1	1	Telomerase reverse transcriptase	TERT	TERT_HUMAN Telomerase reverse transcriptase OS=Homo sapiens GN=TERT PE=1 SV=1	1	1	1	1	1.2	1.2	1.2	127	1132	1132	0.17778	5.56	13261	12413	0	2769.5	575.82	6020.1	1396.7	14288	1085.2	14797	1428.9	8953.4	0	8958.4	0	1835.8	12284	11548	839.98	3558.9	589.02	6150.6	1355.4	14002	1130.2	14725	1381.1	9295.4	0	8874.9	0	1866.9	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	12727000	1				11	454	True	455	543	558	558		
O14958	O14958	1	1	1	Calsequestrin-2	CASQ2	CASQ2_HUMAN Calsequestrin-2 OS=Homo sapiens GN=CASQ2 PE=1 SV=2	1	1	1	1	1.8	1.8	1.8	46.435	399	399	0.40876	5.2912	50589	48795	0	4746.1	3930.1	13978	5797.1	9301.8	7310.5	13701	5710	12244	0	3971.6	0	778.11	46859	45350	2727	7994.7	3848.4	13683	5771.7	9744.5	7314.4	13565	5626.5	12226	0	4152.4	0	794.72	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1508900	1				12	319	True	321	373	381	381		
O15021	O15021	1	1	1	Microtubule-associated serine/threonine-protein kinase 4	MAST4	MAST4_HUMAN Microtubule-associated serine/threonine-protein kinase 4 OS=Homo sapiens GN=MAST4 PE=1 SV=3	1	1	1	1	0.3	0.3	0.3	284.37	2626	2626	0.54386	4.0873	26479	73676	0	0	2826.6	13019	3324.1	13128	3221.1	14079	2588.3	12858	0	948	0	571.59	24528	68421	1521.2	5054.3	2746.3	12609	3313.3	13260	3261.3	14094	2547.6	12734	0	1273	0	554.45	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	6225300	1				13	433	True	434	520	535	535		
O15078	O15078	1	1	1	Centrosomal protein of 290 kDa	CEP290	CE290_HUMAN Centrosomal protein of 290 kDa OS=Homo sapiens GN=CEP290 PE=1 SV=2	1	1	1	1	0.3	0.3	0.3	290.38	2479	2479	0.55063	4.6892	30802	29308	0	0	3262.6	5356.9	3153.4	5769.3	5255	5673.1	4393.3	5214.3	0	466.73	0	397.83	28534	27217	2042.6	2011.7	3174.2	5194.4	3229	5795.6	5222.3	5700.5	4314.8	5166.2	0	602.31	0	382.63	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1734900	1				14	106	True	107	134	140	140		
O43570	O43570	1	1	1	Carbonic anhydrase 12	CA12	CAH12_HUMAN Carbonic anhydrase 12 OS=Homo sapiens GN=CA12 PE=1 SV=1	1	1	1	1	2	2	2	39.45	354	354	0.57895	3.8479	82495	53455	1329.3	800.77	6649.1	9450.6	7820.3	9296.8	8091.1	10525	7822.7	11148	0	85.881	0	0	76432	49649	7246.2	4595.5	6648.5	9210.3	7812.9	9420	8213.5	10550	7638.8	10957	0	377.93	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	4430600	1				15	281	True	283	333	340	340		
O60218	O60218	1	1	1	Aldo-keto reductase family 1 member B10	AKR1B10	AK1BA_HUMAN Aldo-keto reductase family 1 member B10 OS=Homo sapiens GN=AKR1B10 PE=1 SV=2	1	1	1	1	2.2	2.2	2.2	36.019	316	316	0.57459	3.9085	32351	20603	1022.8	515.24	3615	3320.4	4964	3092.6	6100.8	4071.6	4498.7	3871.3	0	0	0	0	29977	19138	3325.5	1957.6	3624	3250.6	4953.2	3157.6	6100.9	4048.9	4445.5	3818.6	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1994000	1				16	150	True	151	180	186	186		
Q99879;Q99877;Q93079;Q5QNW6;P62807;P58876;P57053;O60814	Q99879;Q99877;Q93079;Q5QNW6;P62807;P58876;P57053;O60814	7;7;7;7;7;7;7;7	7;7;7;7;7;7;7;7	0;0;0;0;0;0;0;0	Histone H2B type 1-M;Histone H2B type 1-N;Histone H2B type 1-H;Histone H2B type 2-F;Histone H2B type 1-C/E/F/G/I;Histone H2B type 1-D;Histone H2B type F-S;Histone H2B type 1-K	HIST1H2BM;HIST1H2BN;HIST1H2BH;HIST2H2BF;HIST1H2BC;HIST1H2BD;H2BFS;HIST1H2BK	H2B1M_HUMAN Histone H2B type 1-M OS=Homo sapiens GN=HIST1H2BM PE=1 SV=3;H2B1N_HUMAN Histone H2B type 1-N OS=Homo sapiens GN=HIST1H2BN PE=1 SV=3;H2B1H_HUMAN Histone H2B type 1-H OS=Homo sapiens GN=HIST1H2BH PE=1 SV=3;H2B2F_HUMAN Histone H2B type 2-F OS=Homo	8	7	7	0	41.3	41.3	0	13.989	126	126;126;126;126;126;126;126;126	0	51.192	308020	277990	1981	397050	36641	224750	36227	71862	42328	104770	40996	101160	453.97	75624	0	7009.1	285350	260950	22345	391300	35720	237100	36598	81782	42761	104090	40044	101970	682.93	75196	0	7696.5	9	9	4	9	9	9	9	9	9	9	9	9	2	9	0	7	491160000	18				17	91;105;163;169;210;255;342	True;True;True;True;True;True;True	91;106;164;171;212;257;344	115;116;132;133;196;203;246;297;298;299;300;301;302;303;304;305;399	121;122;138;139;202;209;210;253;304;305;306;307;308;309;310;311;312;407	121;138;202;209;253;308;407		
O75129	O75129	1	1	1	Astrotactin-2	ASTN2	ASTN2_HUMAN Astrotactin-2 OS=Homo sapiens GN=ASTN2 PE=1 SV=2	1	1	1	1	0.5	0.5	0.5	148.24	1339	1339	0	5.6214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				18	206	True	208	242	249	249		
O75449	O75449	1	1	1	Katanin p60 ATPase-containing subunit A1	KATNA1	KTNA1_HUMAN Katanin p60 ATPase-containing subunit A1 OS=Homo sapiens GN=KATNA1 PE=1 SV=1	1	1	1	1	2.6	2.6	2.6	55.964	491	491	0	5.5944	9413.1	8956.3	0	4097.2	0	6048.1	445.83	7190.7	621.32	12300	589.27	6383.7	0	8641.9	0	881.07	8718.5	8346.6	489.39	4528.1	0	6094.9	430.28	7330.4	622.79	12017	575.74	6751.8	0	8461.1	0	961.67	1	1	0	1	0	1	1	1	1	1	1	1	0	1	0	1	2463700	1				19	485	True	486	575	590	590		
O75592	O75592	1	1	1	E3 ubiquitin-protein ligase MYCBP2	MYCBP2	MYCB2_HUMAN E3 ubiquitin-protein ligase MYCBP2 OS=Homo sapiens GN=MYCBP2 PE=1 SV=3	1	1	1	1	0.4	0.4	0.4	510.08	4640	4640	0.27885	5.5064	18935	17245	402.54	0	2731.7	3278.6	2242.5	4761.1	4279.9	6511.6	3271.1	5993.6	0	4213.2	0	0	17545	16009	1770.1	410.67	2671.5	3154.4	2331.3	4771	4228	6464.5	3225.8	6043.6	0	4181.2	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	2779300	1				20	152	True	153	182	188	188		
O75635	O75635	1	1	1	Serpin B7	SERPINB7	SPB7_HUMAN Serpin B7 OS=Homo sapiens GN=SERPINB7 PE=1 SV=1	1	1	1	1	2.4	2.4	2.4	42.904	380	380	0	5.5954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				21	277	True	279	329	336	336		
O75792	O75792	1	1	1	Ribonuclease H2 subunit A	RNASEH2A	RNH2A_HUMAN Ribonuclease H2 subunit A OS=Homo sapiens GN=RNASEH2A PE=1 SV=2	1	1	1	1	5	5	5	33.395	299	299	0.1828	5.5546	3124.2	4803.2	82.111	1205.2	0	4985.7	1388.6	1765.3	459.82	2079.8	792.51	1892.2	0	1531.7	0	0	2894.6	4469.5	303.46	1519.6	0	4789.1	1303.4	1955.8	521.19	2078.4	761.35	1914.9	0	1512.5	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	10044000	1				22	279	True	281	331	338	338		
O94832	O94832	1	1	1	Unconventional myosin-Id	MYO1D	MYO1D_HUMAN Unconventional myosin-Id OS=Homo sapiens GN=MYO1D PE=1 SV=2	1	1	1	1	0.8	0.8	0.8	116.2	1006	1006	0.38095	5.3373	19335	33624	0	613.55	3096.2	6273.5	2483.6	7883	4025.9	11805	3068.5	6121.9	0	3708.4	0	0	17912	31230	1218.8	3004.1	2979.9	6155.2	2566.2	7968.7	3994.3	11571	3026.6	6337.7	0	3704.7	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	1867700	1				23	76	True	76	98	104	104		
O94854	O94854	1	1	1	Uncharacterized protein KIAA0754	KIAA0754	K0754_HUMAN Uncharacterized protein KIAA0754 OS=Homo sapiens GN=KIAA0754 PE=2 SV=4	1	1	1	1	0.7	0.7	0.7	135.15	1291	1291	0.27	5.528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				24	430	True	431	517	532	532		
P00338	P00338	1	1	1	L-lactate dehydrogenase A chain	LDHA	LDHA_HUMAN L-lactate dehydrogenase A chain OS=Homo sapiens GN=LDHA PE=1 SV=2	1	1	1	1	3	3	3	36.688	332	332	0.54717	4.6867	20704	25586	0	220.28	2656	4243.9	3023.1	4601.9	2696.2	5943.2	3447.5	5694.8	0	613.52	0	408.08	19180	23763	1433	2045.3	2589.7	4140.6	3013.1	4659.2	2785.5	5914.9	3334.8	5635.2	0	755.59	0	394.55	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	2075200	1				25	464	True	465	554	569	569		
P00558	P00558	2	2	2	Phosphoglycerate kinase 1	PGK1	PGK1_HUMAN Phosphoglycerate kinase 1 OS=Homo sapiens GN=PGK1 PE=1 SV=3	1	2	2	2	4.3	4.3	4.3	44.614	417	417	0	10.163	18360	29036	0	0	1901.2	4404.4	3021.5	4129.3	3373	5815.2	3993.2	5595.8	0	577.84	0	458.98	17008	26965	1246.1	2000.4	1878	4268.3	2991.5	4223.5	3437.6	5772.4	3871.3	5535.6	0	721.2	0	442	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1976000	2				26	447;476	True;True	448;477	535;566	550;581	550;581		
P02462	P02462	1	1	1	Collagen alpha-1(IV) chain;Arresten	COL4A1	CO4A1_HUMAN Collagen alpha-1(IV) chain OS=Homo sapiens GN=COL4A1 PE=1 SV=3	1	1	1	1	0.7	0.7	0.7	160.61	1669	1669	0.31897	5.4283	15318	38119	72.292	1290.3	2166.2	6102.4	1433.1	8099.8	1687.6	10573	1447.4	7604.1	0	2208.7	0	0	14191	35410	1194.8	3943.3	2095.5	6050.4	1483.8	8132.7	1698.6	10458	1420.2	7657.2	0	2311.5	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	2185900	1				27	132	True	133	162	168	168		
P02545	P02545	1	1	1	Prelamin-A/C;Lamin-A/C	LMNA	LMNA_HUMAN Prelamin-A/C OS=Homo sapiens GN=LMNA PE=1 SV=1	1	1	1	1	2	2	2	74.139	664	664	0	7.1935	16660	21299	394.99	9792.3	598.59	18526	588.77	17587	1289.9	34299	1167.7	18467	0	25745	0	1177	15436	19850	1569.4	10865	632.06	18387	611.04	18229	1276.4	33424	1142.8	19502	0	25125	0	1499.8	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	2596800	1				28	177	True	179	211	218	218		
P04075	P04075	4	4	4	Fructose-bisphosphate aldolase A	ALDOA	ALDOA_HUMAN Fructose-bisphosphate aldolase A OS=Homo sapiens GN=ALDOA PE=1 SV=2	1	4	4	4	12.4	12.4	12.4	39.42	364	364	0	25.379	55930	101080	242	3885.5	6771.6	19006	7534.5	24684	9957.8	38541	8737.5	28673	234.11	13271	0	1915.5	51812	93904	3675.4	10934	6593.2	18791	7598	24970	9981.7	37942	8573.6	28976	289.62	13521	0	1999.3	4	4	2	4	4	4	4	4	4	4	4	4	1	4	0	3	9702000	4				29	24;141;265;337	True;True;True;True	24;142;267;339	32;171;317;393	34;177;324;401	34;177;324;401		
P04406;O14556	P04406	6;1	6;1	6;1	Glyceraldehyde-3-phosphate dehydrogenase	GAPDH	G3P_HUMAN Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens GN=GAPDH PE=1 SV=3	2	6	6	6	16.4	16.4	16.4	36.053	335	335;408	0	37.049	331310	265810	1567.1	2848.1	43124	45719	46122	49373	52435	55845	47751	54507	83.867	12544	0	3798.6	306940	246870	25043	21052	42119	44558	46382	49790	52920	55875	46741	54100	228.91	13596	0	3739.5	8	8	4	5	8	8	8	8	8	8	8	8	1	8	0	6	32982000	8				30	2;13;126;272;326;422	True;True;True;True;True;True	2;13;127;274;328;422	3;16;156;324;380;381;500;501	3;16;162;331;388;389;508;509	3;16;162;331;388;509		
Q7L7L0;P20671;P04908;P16104;REV__Q8NB25	Q7L7L0;P20671;P04908;P16104	4;4;4;2;1	1;1;1;0;0	1;1;1;0;0	Histone H2A type 3;Histone H2A type 1-D;Histone H2A type 1-B/E;Histone H2AX	HIST3H2A;HIST1H2AD;HIST1H2AB;H2AFX	H2A3_HUMAN Histone H2A type 3 OS=Homo sapiens GN=HIST3H2A PE=1 SV=3;H2A1D_HUMAN Histone H2A type 1-D OS=Homo sapiens GN=HIST1H2AD PE=1 SV=2;H2A1B_HUMAN Histone H2A type 1-B/E OS=Homo sapiens GN=HIST1H2AB PE=1 SV=2;H2AX_HUMAN Histone H2AX OS=Homo sapiens GN	5	4	1	1	32.3	5.4	5.4	14.121	130	130;130;130;143;1140	0.39062	5.3153	45108	30715	1876	3274.2	5452.3	5673.9	6962.9	5394.9	7333.7	6331.2	7448.4	5803.5	0	871	0	634.47	41801	28547	5060.6	5259.4	5466.6	5695.9	6937.7	5485.5	7450.7	6317	7259.6	5760.9	0	1014.6	0	611.91	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	3251200	1				31	19;213;290;461	False;True;False;False	19;215;292;462	22;23;24;25;26;249;342;343;550;551	22;23;24;25;26;27;28;256;349;350;565;566	28;256;349;565		
P05141;P12236;P12235;Q9H0C2	P05141;P12236;P12235;Q9H0C2	4;3;3;2	4;3;3;2	4;3;3;2	ADP/ATP translocase 2;ADP/ATP translocase 2, N-terminally processed;ADP/ATP translocase 3;ADP/ATP translocase 3, N-terminally processed;ADP/ATP translocase 1;ADP/ATP translocase 4;ADP/ATP translocase 4, N-terminally processed	SLC25A5;SLC25A6;SLC25A4;SLC25A31	ADT2_HUMAN ADP/ATP translocase 2 OS=Homo sapiens GN=SLC25A5 PE=1 SV=7;ADT3_HUMAN ADP/ATP translocase 3 OS=Homo sapiens GN=SLC25A6 PE=1 SV=4;ADT1_HUMAN ADP/ATP translocase 1 OS=Homo sapiens GN=SLC25A4 PE=1 SV=4;ADT4_HUMAN ADP/ATP translocase 4 OS=Homo sapie	4	4	4	4	12.1	12.1	12.1	32.852	298	298;298;298;315	0	22.828	50658	106720	60.657	3061.3	5333.1	28495	6626.5	21004	7818.1	26767	6168.8	27592	0	7492.1	0	2871.3	46926	99133	3147.4	10659	5206.4	27543	6626.4	21729	7844.9	26710	6076	27368	0	8015	0	2822.9	3	3	1	3	3	3	3	3	3	3	3	3	0	3	0	3	6220700	4				32	151;232;402;480	True;True;True;True	152;234;402;481	181;268;462;570	187;275;470;585	187;275;470;585		
P05204	P05204	2	2	2	Non-histone chromosomal protein HMG-17	HMGN2	HMGN2_HUMAN Non-histone chromosomal protein HMG-17 OS=Homo sapiens GN=HMGN2 PE=1 SV=3	1	2	2	2	16.7	16.7	16.7	9.3926	90	90	0	11.005	66082	87028	686.7	5823.2	5259.6	18553	8162	15821	10151	17724	7476.7	16869	0	1121.2	0	931.6	61221	80863	5107.8	11724	5260	18254	8111.3	16157	10146	17731	7388.7	16677	0	1561.1	0	896.88	2	2	1	2	2	2	2	2	2	2	2	2	0	2	0	2	4399800	2				33	12;205	True;True	12;207	15;241	15;248	15;248		
P06454	P06454	4	4	4	Prothymosin alpha;Prothymosin alpha, N-terminally processed;Thymosin alpha-1	PTMA	PTMA_HUMAN Prothymosin alpha OS=Homo sapiens GN=PTMA PE=1 SV=2	1	4	4	4	31.5	31.5	31.5	12.203	111	111	0	32.517	188090	144510	820.29	306.41	22408	20199	28104	27980	28588	34715	28377	26610	0	3259.4	0	300.78	174250	134200	13889	9114.6	21990	19742	27984	27994	29066	34433	27682	26584	0	3651.4	0	291.4	5	5	2	2	5	5	5	5	5	5	5	5	0	4	0	1	28046000	5				34	0;1;334;365	True;True;True;True	0;1;336;367	0;1;2;389;423	0;1;2;397;431	0;1;397;431		
